Date,Volume,10 BD moving average,50 BD moving average,10 BD volatility,EPS,DJUSCL,50 BD simple return,daily simple return,category,50 BD moving average 10 days later
4.2241,15.577,3.09,3.6968,1.665,2.4,1.036666667,-7.5,0.9,5,3.855
4.2242,22.24,3.136,3.6744,1.717,2.4,1.021666667,-6.885,0.89,5,3.889
4.2243,46.909,3.16,3.6542,1.897,2.4,1.210333333,-4.296,16.52,7,3.898
4.2244,35.212,3.26,3.641,2.988,2.4,1.258666667,-1.314,10.63,7,3.87
4.2247,40.325,3.393,3.637,4.485,2.4,1.347,0.906,9.38,7,3.775
4.2248,49.316,3.569,3.6398,6.042,2.4,1.231666667,-4.89,-20.5,1,3.64
4.2249,18.002,3.663,3.625,5.526,2.4,1.220333333,-4.968,2.11,5,3.461
4.225,12.069,3.74,3.6096,5.196,2.4,1.227666667,-5.658,-1.29,3,3.381
4.2251,12.819,3.802,3.5918,4.852,2.4,1.176666667,-5.673,0.78,5,3.296
4.2255,18.298,3.855,3.5738,4.56,2.4,1.172,-7.158,-4.92,2,3.198
4.2256,20.935,3.889,3.5508,4.24,2.4,1.149333333,-9.825,-5.99,2,3.098
4.2257,22.971,3.898,3.5172,4.123,2.4,1.118666667,-9.978,-9.86,1,2.999
4.2258,17.558,3.87,3.4862,4.577,2.4,1.057666667,-8.673,-3.54,2,2.908
4.2261,15.058,3.775,3.4618,5.318,2.4,1.057,-8.22,0.67,5,2.863
4.2262,18.913,3.64,3.439,5.353,2.4,1.082666667,-8.016,-0.99,3,2.822
4.2263,17.857,3.461,3.4172,3.918,2.4,1.147666667,-7.833,0.33,5,2.772
4.2264,16.972,3.381,3.396,3.966,2.4,1.109333333,-6.93,1,5,2.725
4.2265,43.874,3.296,3.3778,3.678,2.4,1.072333333,-8.19,-5.94,2,2.688
4.2268,10.515,3.198,3.3564,3.391,2.4,1.058333333,-8.277,0.35,5,2.642
4.2269,13.535,3.098,3.3346,2.605,2.4,0.992333333,-11.301,-6.29,2,2.638
4.227,19.644,2.999,3.3022,2.001,2.4,0.906666667,-11.901,-5.22,2,2.64
4.2271,16.149,2.908,3.2688,1.779,2.4,0.896,-10.05,4.72,6,2.679
4.2272,18.191,2.863,3.242,1.781,2.4,0.859666667,-10.428,-2.63,3,2.735
4.2275,15.623,2.822,3.2144,1.898,2.4,0.806333333,-8.883,-2.7,3,2.804
4.2276,10.365,2.772,3.1932,1.976,2.4,0.775,-7.83,0,5,2.879
4.2277,11.656,2.725,3.1754,1.959,2.4,0.807,-7.521,4.37,6,2.932
4.2278,12.094,2.688,3.1578,1.716,3.7,0.752666667,-6.777,-2.28,3,2.978
4.2279,11.948,2.642,3.1428,1.251,3.7,0.811333333,-1.992,9.34,7,3.015
4.2282,17.096,2.638,3.1388,1.181,3.7,0.884666667,-2.916,2.49,5,3.074
4.2283,27.524,2.64,3.1326,1.224,3.7,0.893666667,-1.836,6.6,6,3.1
4.2284,28.786,2.679,3.1286,1.835,3.7,0.931333333,-3.504,0.98,5,3.117
4.2285,19.974,2.735,3.1204,2.184,3.7,0.955333333,1.116,8.06,7,3.112
4.2286,8.33,2.804,3.1228,2.895,3.7,0.964333333,0.831,-0.3,3,3.102
4.2289,10.006,2.879,3.1246,3.231,3.7,0.948666667,-1.227,-8.68,1,3.074
4.229,7.364,2.932,3.122,3.004,3.7,0.936333333,0.723,-2.3,3,3.066
4.2291,8.392,2.978,3.1234,2.632,3.7,0.912666667,3.834,0.67,5,3.046
4.2292,19.222,3.015,3.1302,2.331,3.7,0.953,7.47,5.33,6,3.019
4.2293,12.031,3.074,3.1428,1.755,3.7,0.906,0.906,-2.85,3,3.019
4.2296,13.281,3.1,3.1446,1.494,3.7,0.865666667,5.058,-0.65,3,3.019
4.2297,10.201,3.117,3.1534,1.3,3.7,0.850666667,0.201,-0.98,3,3.009
4.2298,11.004,3.112,3.1538,1.329,3.7,0.794666667,1.035,-0.66,3,3.029
4.2299,14.393,3.102,3.1558,1.376,3.7,0.817666667,-0.762,2.33,5,3.07
4.23,18.447,3.074,3.1542,1.065,3.7,0.782333333,3.153,6.19,6,3.12
4.2303,14.596,3.066,3.1604,0.851,3.7,0.729666667,-1.875,-12.58,1,3.173
4.2304,27.565,3.046,3.1566,1.094,3.7,0.575,-3.078,-4.91,2,3.218
4.2305,56.735,3.019,3.1504,1.523,3.7,0.582333333,1.47,10.7,7,3.288
4.2306,31.114,3.019,3.1532,1.523,3.7,0.557666667,0.483,5.33,6,3.357
4.2307,21.216,3.019,3.1542,1.523,3.7,0.548333333,-2.244,-6.01,2,3.382
4.231,17.511,3.009,3.1494,1.519,3.7,0.644,-0.72,9.43,7,3.385
4.2311,21.267,3.029,3.1478,1.7,3.7,0.675333333,0.9,5.54,6,3.422
4.2312,24.464,3.07,3.1498,2.119,3.7,0.668666667,1.251,2.04,5,3.433
4.2313,18.353,3.12,3.1526,2.492,3.7,0.696,1.857,2.86,5,3.396
4.2314,17.059,3.173,3.1568,2.904,3.7,0.676,-1.824,3.06,6,3.368
4.2317,10.25,3.218,3.152,3.365,3.7,0.677666667,-5.628,-4.31,2,3.311
4.2318,9.716,3.288,3.1356,3.241,3.7,0.673,-8.661,-4.23,2,3.232
4.2319,9.606,3.357,3.108,2.53,3.7,0.623333333,-4.341,-4.41,2,3.157
4.232,8.823,3.382,3.097,2.245,3.7,0.586333333,-5.334,-1.85,3,3.084
4.2321,8.123,3.385,3.0832,2.214,3.7,0.609333333,-3.837,4.7,6,3.027
4.2324,6.403,3.422,3.0734,1.691,3.7,0.655666667,-3.885,0.6,5,2.971
4.2325,15.516,3.433,3.0634,1.6,3.7,0.634,-4.986,-8.93,1,2.898
4.2326,12.901,3.396,3.0512,1.988,3.7,0.682666667,-2.001,5.23,6,2.832
4.2327,7.893,3.368,3.0466,2.023,3.7,0.645,-0.771,-5.9,2,2.79
4.2328,16.654,3.311,3.045,2.098,3.7,0.648,-0.801,-3.63,2,2.732
4.2331,11.819,3.232,3.0434,1.907,3.7,0.604666667,-2.184,-4.11,2,2.689
4.2332,14.391,3.157,3.039,1.991,3.7,0.619333333,-3.21,-4.64,2,2.648
4.2333,10.279,3.084,3.0326,2.313,3.7,0.659,-3.201,0.37,5,2.622
4.2335,5.228,3.027,3.0262,2.549,3.7,0.616,-3.96,-1.87,3,2.587
4.2338,20.813,2.971,3.0182,2.757,3.7,0.649,-2.526,-0.76,3,2.553
4.2339,17.871,2.898,3.0134,2.636,3.7,0.712333333,-1.677,3.45,6,2.52
4.234,12.679,2.832,3.0102,2.127,3.7,0.714,-0.447,-2.22,3,2.463
4.2341,13.654,2.79,3.0094,2.04,3.7,0.715666667,1.182,0,5,2.412
4.2342,12.48,2.732,3.0114,1.409,3.7,0.635666667,-0.678,-1.52,3,2.356
4.2345,17.464,2.689,3.0102,0.993,3.7,0.540333333,-0.927,-3.46,2,2.306
4.2346,13.007,2.648,3.0086,0.75,3.7,0.535333333,0.237,1.2,5,2.255
4.2347,17.045,2.622,3.009,0.6,3.7,0.568333333,-2.382,-8.66,1,2.204
4.2348,11.921,2.587,3.005,1.101,3.7,0.626,-3.309,0.86,5,2.159
4.2349,12.235,2.553,2.9992,1.29,3.7,0.575666667,-3.153,-1.71,3,2.159
4.2352,17.797,2.52,2.9938,1.479,3.7,0.554333333,-8.22,-11.3,1,2.154
4.2353,9.803,2.463,2.9784,2.073,3.7,0.538666667,-7.188,7.35,7,2.145
4.2354,16.622,2.412,2.9646,2.053,3.7,0.549333333,-9.675,-5.02,2,2.164
4.2355,16.306,2.356,2.9448,2.124,3.7,0.568333333,-9.291,2.88,5,2.149
4.2356,27.288,2.306,2.9256,1.964,3.7,0.607666667,-11.283,-2.34,3,2.149
4.2359,21.471,2.255,2.9004,1.768,3.7,0.656333333,-12.036,-4.31,2,2.156
4.236,13.448,2.204,2.8736,1.684,3.7,0.664666667,-9.444,4.5,6,2.152
4.2361,13.426,2.159,2.8544,1.225,3.7,0.709,-6.645,11,7,2.15
4.2362,5.076,2.159,2.8412,1.225,3.7,0.712333333,-7.101,-1.29,3,2.124
4.2366,7.97,2.154,2.827,1.151,3.7,0.648,-9.018,-3.49,2,2.076
4.2367,10.338,2.145,2.808,1.055,3.7,0.678666667,-8.208,0.9,5,2.011
4.2368,9.497,2.164,2.7912,1.016,3.7,0.640666667,-9.933,-8.52,1,1.958
4.2369,11.312,2.149,2.771,1.082,3.7,0.650666667,-9.339,1.96,5,1.879
4.2373,11.671,2.149,2.7522,1.082,-5.3,0.705666667,-7.899,6.25,6,1.819
4.2374,13.46,2.156,2.7364,1.098,-5.3,0.702666667,-9.966,-7.24,1,1.745
4.2375,13.703,2.152,2.716,1.131,-5.3,0.624333333,-11.778,-3.41,2,1.64
4.2376,22.895,2.15,2.6904,1.162,-5.3,0.598666667,-10.737,-7.58,1,1.56
4.2377,20.971,2.124,2.67,1.541,-5.3,0.633333333,-9.63,0.55,5,1.489
4.238,30.117,2.076,2.6526,1.608,-5.3,0.576333333,-13.599,-10.87,1,1.434
4.2381,21.681,2.011,2.6254,1.929,-5.3,0.551666667,-14.052,2.44,5,1.379
4.2382,18.537,1.958,2.5958,2.046,-5.3,0.498333333,-15.456,-14.29,1,1.355
4.2383,11.341,1.879,2.5652,2.377,-5.3,0.463,-16.707,0,5,1.313
4.2384,11.915,1.819,2.529,2.666,-5.3,0.411,-18.279,-6.94,2,1.3
4.2388,17.923,1.745,2.4872,2.879,-5.3,0.424,-20.058,-13.43,1,1.306
4.2389,24.747,1.64,2.4404,2.909,-5.3,0.417666667,-19.584,7.76,7,1.32
4.239,17.919,1.56,2.3934,2.752,-5.3,0.497333333,-19.731,1.6,5,1.34
4.2391,23.303,1.489,2.3446,2.447,-5.3,0.507333333,-19.182,0.79,5,1.359
4.2394,15.814,1.434,2.2992,2.202,-5.3,0.471,-18.618,0.78,5,1.394
4.2395,18.246,1.379,2.257,1.706,-5.3,0.514666667,-17.076,8.53,7,1.426
4.2396,24.812,1.355,2.22,1.447,-5.3,0.553333333,-18.15,-10,1,1.452
4.2397,15.824,1.313,2.1814,0.908,-5.3,0.556,-18.234,3.97,6,1.459
4.2398,25.299,1.3,2.1408,0.792,-5.3,0.654,-16.608,14.5,7,1.483
4.2401,13.684,1.306,2.1036,0.922,-5.3,0.691,-15.489,-1.33,3,1.492
4.2402,9.072,1.32,2.072,1.073,-5.3,0.643333333,-17.328,-8.11,1,1.487
4.2403,12.099,1.34,2.0348,0.917,-5.3,0.698333333,-15.744,5.88,6,1.486
4.2404,17.857,1.359,2.003,0.906,-5.3,0.725666667,-13.356,12.5,7,1.512
4.2405,15.595,1.394,1.977,1.164,-5.3,0.749333333,-12.858,-1.23,3,1.524
4.2408,17.092,1.426,1.953,1.252,-5.3,0.704,-12.585,-3.13,2,1.518
4.2409,9.297,1.452,1.9306,1.207,-5.3,0.62,-13.545,-5.16,2,1.529
4.241,23.752,1.459,1.9064,1.194,-5.3,0.593666667,-12.891,2.04,5,1.528
4.2411,14.11,1.483,1.8838,0.97,-5.3,0.604666667,-13.908,-6.67,2,1.53
4.2412,7.408,1.492,1.8596,0.822,-5.3,0.641666667,-13.89,3.57,6,1.527
4.2416,9.952,1.487,1.8346,0.831,-5.3,0.649666667,-13.296,1.38,5,1.547
4.2417,13.368,1.486,1.8112,0.833,-5.3,0.730666667,-11.592,10.2,7,1.572
4.2418,11.073,1.512,1.7908,0.801,-5.3,0.694333333,-12,-3.7,2,1.605
4.2419,11.201,1.524,1.77,0.771,-5.3,0.648,-11.355,0,5,1.634
4.2422,14.785,1.518,1.751,0.708,-5.3,0.716666667,-9.804,9.62,7,1.675
4.2423,7.576,1.529,1.7344,0.907,-5.3,0.651333333,-10.086,-9.94,1,1.714
4.2424,12.559,1.528,1.7188,0.905,-5.3,0.652333333,-10.896,-3.25,2,1.753
4.2425,8.108,1.53,1.7018,0.893,-5.3,0.63,-10.827,-1.34,3,1.8
4.2426,14.034,1.527,1.6852,0.909,-5.3,0.645666667,-6.471,8.84,7,1.861
4.2429,11.402,1.547,1.6764,0.814,-5.3,0.710666667,-6.711,6.25,6,1.922
4.243,11.726,1.572,1.6666,0.865,-5.3,0.745333333,-4.038,5.88,6,1.979
4.2431,11.833,1.605,1.661,1.044,-5.3,0.778333333,-3.225,6.11,6,2.027
4.2432,20.06,1.634,1.6564,1.424,-5.3,0.848333333,-1.722,3.14,6,2.058
4.2433,28.535,1.675,1.654,1.742,-5.3,0.871333333,-0.75,-1.02,3,2.082
4.2436,23.187,1.714,1.653,1.886,-5.3,0.960333333,0.144,7.69,7,2.091
4.2437,11.812,1.753,1.6532,2.246,-5.3,0.861333333,-4.008,-4.29,2,2.114
4.2438,14.86,1.8,1.647,2.243,-5.3,0.908333333,-2.49,4.48,6,2.115
4.2439,11.011,1.861,1.6432,2.133,-5.3,0.913333333,-1.764,-0.95,3,2.125
4.244,8.227,1.922,1.6406,1.723,-5.3,0.963666667,-0.807,4.33,6,2.115
4.2443,9.379,1.979,1.6394,1.462,-5.3,0.978333333,2.058,0.46,5,2.109
4.2444,6.423,2.027,1.6422,1.211,-5.3,0.951333333,0.432,-3.21,2,2.089
4.2445,9.272,2.058,1.6428,0.93,-5.3,0.957666667,-0.813,1.9,5,2.066
4.2446,14.702,2.082,1.6416,0.807,-5.3,0.98,0.147,-4.19,2,2.051
4.2447,30.302,2.091,1.6418,0.713,-5.3,0.967,3.03,5.83,6,2.031
4.245,8.967,2.114,1.6458,0.562,-5.3,0.961,4.59,-3.21,2,2.016
4.2451,6.958,2.115,1.6514,0.56,-5.3,0.990666667,4.401,0,5,1.986
4.2452,10.756,2.125,1.6568,0.425,-5.3,0.859666667,6.585,-5.21,2,1.957
4.2453,7.987,2.115,1.664,0.58,-5.3,0.901,6.072,1,5,1.927
4.2457,16.017,2.109,1.6708,0.647,-5.3,0.899333333,11.043,-2.48,3,1.904
4.2458,11.514,2.089,1.6814,0.74,-5.3,0.911,10.626,-1.02,3,1.886
4.2459,8.244,2.066,1.6916,0.782,-5.3,0.935666667,13.881,0.51,5,1.879
4.246,8.196,2.051,1.704,0.831,-5.3,0.929666667,20.43,-0.51,3,1.896
4.2461,7.181,2.031,1.7198,0.806,4.8,0.888666667,15.84,-2.05,3,1.913
4.2464,10.482,2.016,1.733,0.882,4.8,0.901,14.409,-1.57,3,1.933
4.2465,7.113,1.986,1.7452,0.765,4.8,0.901,12.657,-3.19,2,1.946
4.2466,7.497,1.957,1.756,0.792,4.8,0.912666667,12.093,-0.55,3,1.969
4.2467,26.03,1.927,1.7664,0.712,4.8,0.912666667,7.929,-2.21,3,2.005
4.2468,11.14,1.904,1.7738,0.814,4.8,0.976666667,13.809,3.95,6,2.057
4.2471,7.117,1.886,1.7854,0.723,4.8,1.027666667,13.512,3.26,6,2.106
4.2472,15.205,1.879,1.7972,0.664,4.8,1.114333333,12.399,11.58,7,2.171
4.2473,10.166,1.896,1.8096,0.999,4.8,1.130666667,13.176,0.47,5,2.215
4.2474,8.027,1.913,1.8226,1.237,4.8,1.064,17.427,0.94,5,2.259
4.2475,11.683,1.933,1.8384,1.447,4.8,1.053333333,12.501,-5.12,2,2.303
4.2478,11.494,1.946,1.8504,1.482,4.8,1.064,9.075,3.43,6,2.338
4.2479,10.65,1.969,1.8602,1.545,4.8,1.097666667,10.875,3.32,6,2.355
4.248,22.155,2.005,1.8718,1.579,4.8,1.139,15.096,6.88,6,2.37
4.2481,8.961,2.057,1.8874,1.715,4.8,1.075666667,16.122,-3,2,2.366
4.2482,10.793,2.106,1.9032,1.489,4.8,1.116666667,19.8,10.18,7,2.343
4.2485,8.575,2.171,1.923,1.613,4.8,1.079,20.142,-6.02,2,2.325
4.2486,12.535,2.215,1.9418,1.374,4.8,1.166333333,22.965,9.4,7,2.289
4.2487,11.054,2.259,1.964,1.701,4.8,1.292333333,22.449,0.39,5,2.254
4.2488,16.018,2.303,1.986,1.889,4.8,1.248666667,16.296,-2.72,3,2.199
4.2489,26.374,2.338,2.0036,1.898,4.8,1.239333333,12.501,-11.6,1,2.144
4.2492,12.666,2.355,2.0166,1.663,4.8,1.27,13.461,2.26,5,2.09
4.2493,14.819,2.37,2.0306,1.475,4.8,1.204,7.545,-5.31,2,2.056
4.2494,14.949,2.366,2.0392,1.536,4.8,1.200666667,10.908,-1.87,3,2.022
4.2495,12.208,2.343,2.0504,1.753,4.8,1.208333333,11.88,-0.95,3,2.001
4.2496,11.482,2.325,2.0622,1.931,4.8,1.226333333,13.47,2.4,5,1.975
4.2499,16.17,2.289,2.0754,1.925,4.8,1.136666667,7.314,-6.57,2,1.954
4.25,15.47,2.254,2.0832,2.129,4.8,1.214,5.472,1.01,5,1.933
4.2501,8.16,2.199,2.0894,1.954,4.8,1.254333333,3.666,0.5,5,1.915
4.2502,11.59,2.144,2.0938,1.52,4.8,1.186666667,0.786,-2.97,3,1.898
4.2503,9.104,2.09,2.0948,0.976,4.8,1.179333333,-1.524,-4.59,2,1.875
4.2506,9.509,2.056,2.0928,1.097,4.8,1.156333333,-0.462,2.67,5,1.851
4.2507,8.612,2.022,2.0922,0.904,4.8,1.192666667,-2.43,0.52,5,1.832
4.2508,7.415,2.001,2.0888,0.841,4.8,1.111666667,-2.538,-4.66,2,1.836
4.2509,6.332,1.975,2.0854,0.901,4.8,1.084666667,-3.285,1.63,5,1.845
4.251,4.785,1.954,2.0808,0.873,4.8,1.084666667,-2.307,2.67,5,1.869
4.2513,7.035,1.933,2.0776,0.618,4.8,1.111666667,-4.977,-5.73,2,1.896
4.2514,3.681,1.915,2.0704,0.692,4.8,1.152333333,-4.68,1.66,5,1.93
4.2515,6.489,1.898,2.0636,0.639,4.8,1.221333333,-4.551,-2.72,3,1.967
4.2516,9.405,1.875,2.0572,0.56,4.8,1.237,-6,-3.91,2,1.994
4.2517,7.344,1.851,2.0486,0.661,4.8,1.223,-5.535,-2.33,3,2.032
4.2521,11.647,1.832,2.041,0.847,4.8,1.265,-3.027,16.67,7,2.062
4.2522,10.858,1.836,2.0366,0.901,4.8,1.276666667,-1.281,3.06,6,2.097
4.2523,9.043,1.845,2.0348,1.039,4.8,1.244333333,-0.426,2.97,5,2.098
4.2524,12.448,1.869,2.0342,1.277,4.8,1.289666667,2.1,2.88,5,2.094
4.2527,11.369,1.896,2.037,1.538,4.8,1.270666667,3.564,5.61,6,2.083
4.2528,8.29,1.93,2.0418,1.924,4.8,1.265,3.198,-3.54,2,2.074
4.2529,12.94,1.967,2.046,2.021,4.8,1.241,2.463,-3.21,2,2.055
4.253,6.462,1.994,2.0492,2.013,4.8,1.207333333,3.213,2.84,5,2.04
4.2531,6.71,2.032,2.0534,1.942,4.8,1.102,1.077,-6.91,2,2.027
4.2534,5.687,2.062,2.0548,1.61,4.8,1.122666667,1.884,0.5,5,2.02
4.2535,7.694,2.097,2.0572,0.92,4.8,1.093666667,1.437,-2.96,3,2.01
4.2536,7.63,2.098,2.059,0.904,4.8,1.111666667,2.637,0.51,5,1.994
4.2537,9.533,2.094,2.0622,0.95,4.8,1.111666667,2.652,-0.51,3,1.997
4.2538,12.593,2.083,2.0654,1.029,4.8,1.177666667,4.746,4.06,6,2.006
4.2541,6.964,2.074,2.071,1.012,4.8,1.214666667,3.75,0.98,5,2.015
4.2542,8.342,2.055,2.0756,0.775,4.8,1.228,2.052,-1.93,3,2.036
4.2543,7.569,2.04,2.0782,0.639,4.8,1.214,-1.98,-2.46,3,2.058
4.2544,10.773,2.027,2.0754,0.613,4.8,1.275666667,-0.423,6.06,6,2.072
4.2545,74.105,2.02,2.0748,0.45,4.8,1.200666667,-3.21,-8.57,1,2.08
4.2548,13.338,2.01,2.0702,0.55,4.8,1.122666667,-2.499,-2.6,3,2.092
4.2549,9.796,1.994,2.0668,0.698,4.8,1.248666667,-1.563,6.95,6,2.125
4.255,6.819,1.997,2.0646,0.693,4.8,1.310333333,-1.515,3.5,6,2.193
4.2551,7.799,2.006,2.0624,0.726,4.8,1.325,-3.477,-0.48,3,2.252
4.2552,8.234,2.015,2.057,0.732,0.6,1.350666667,0,9.71,7,2.305
4.2556,9.07,2.036,2.057,1.068,0.6,1.303,-2.409,1.33,5,2.374
4.2557,7.024,2.058,2.053,1.338,0.6,1.364666667,-2.178,-5.24,2,2.418
4.2558,7.064,2.072,2.0496,1.378,0.6,1.314333333,-5.859,-5.07,2,2.45
4.2559,8.928,2.08,2.0396,1.342,0.6,1.337333333,-4.086,7.77,7,2.49
4.2562,8.388,2.092,2.0326,1.413,0.6,1.348333333,-3,1.35,5,2.537
4.2563,15.402,2.125,2.0276,1.351,0.6,1.398333333,4.614,13.33,7,2.571
4.2564,9.355,2.193,2.0344,1.611,0.6,1.376333333,4.38,1.57,5,2.597
4.2565,7.292,2.252,2.041,1.883,0.6,1.380333333,6.45,0.39,5,2.607
4.2566,8.087,2.305,2.0502,2.052,0.6,1.415666667,9.285,5.77,6,2.618
4.2569,8.414,2.374,2.0632,2.284,0.6,1.397666667,8.943,-1.82,3,2.632
4.257,7.976,2.418,2.0756,2.457,0.6,1.368,6.762,-3.33,2,2.698
4.2571,8.962,2.45,2.0852,2.48,0.6,1.405,8.745,-1.53,3,2.766
4.2572,10.371,2.49,2.0968,2.294,0.6,1.396666667,7.761,-1.56,3,2.836
4.2573,7.424,2.537,2.1072,1.726,0.6,1.403333333,8.019,1.19,5,2.934
4.2576,6.714,2.571,2.118,1.319,0.6,1.414,8.418,-1.95,3,3.056
4.2577,12.962,2.597,2.129,0.75,0.6,1.511333333,12.513,5.58,6,3.149
4.2578,13.594,2.607,2.1446,0.747,0.6,1.555666667,12.189,1.89,5,3.267
4.2579,9.603,2.618,2.1602,0.798,0.6,1.578666667,12.591,1.48,5,3.356
4.258,84.088,2.632,2.1764,0.882,0.6,1.596,25.599,24.45,7,3.447
4.2583,26.826,2.698,2.2078,2.62,0.6,1.525333333,24.225,-0.88,3,3.503
4.2584,14.83,2.766,2.238,3.394,0.6,1.515333333,21.72,-2.07,3,3.499
4.2585,18.594,2.836,2.2658,3.741,0.6,1.55,28.839,7.25,7,3.514
4.2586,24.591,2.934,2.3006,4.219,0.6,1.56,31.14,5.63,6,3.546
4.2587,18.206,3.056,2.3388,4.662,0.6,1.569,28.491,-6.93,2,3.545
4.259,9.041,3.149,2.3728,4.487,0.6,1.561333333,34.359,5.73,6,3.539
4.2591,7.72,3.267,2.4122,4.159,0.6,1.522666667,33.213,-4.07,2,3.545
4.2592,6.36,3.356,2.4494,3.608,0.6,1.468333333,25.254,1.98,5,3.553
4.2593,12.457,3.447,2.4824,2.834,0.6,1.462666667,19.011,-8.59,1,3.583
4.2594,11.226,3.503,2.508,1.54,0.6,1.419,18.606,2.12,5,3.593
4.2597,9.059,3.499,2.5338,1.572,0.6,1.476666667,19.485,4.75,6,3.646
4.2598,7.659,3.514,2.5616,1.516,0.6,1.471,18.186,2.83,5,3.692
4.2599,5.228,3.546,2.589,1.368,0.6,1.487333333,18.717,-2.48,3,3.758
4.26,6.584,3.545,2.6162,1.368,0.6,1.510333333,22.464,4.24,6,3.804
4.2601,6.576,3.539,2.6478,1.278,0.6,1.438,19.077,-3.79,2,3.863
4.2604,8.357,3.545,2.6754,1.267,0.6,1.442,25.989,6.2,6,3.894
4.2605,13.256,3.553,2.7104,1.388,0.6,1.477333333,26.748,1.86,5,3.942
4.2606,9.154,3.583,2.7466,1.655,0.6,1.457,26.496,-3.39,2,3.978
4.2607,5.508,3.593,2.7814,1.703,0.6,1.483333333,28.029,3.23,6,3.986
4.2608,9.265,3.646,2.8184,1.503,0.6,1.493,28.326,0,5,4.025
4.2611,21.52,3.692,2.8556,1.246,0.6,1.527,31.317,9.4,7,4.046
4.2612,11.097,3.758,2.8984,1.88,0.6,1.522,29.274,-2.39,3,4.054
4.2613,10.984,3.804,2.9388,2.083,0.6,1.502333333,31.035,0.98,5,4.008
4.2614,9.236,3.863,2.9808,2.088,0.6,1.498,30.606,-3.15,2,3.966
4.2615,27.449,3.894,3.0212,2.032,0.6,1.513,27.57,0.75,5,3.909
4.2619,9.427,3.942,3.0598,1.663,0.6,1.584666667,34.53,2.48,5,3.85
4.262,14.967,3.978,3.104,1.638,0.6,1.533333333,32.889,-5.08,2,3.805
4.2621,11.248,3.986,3.145,1.582,0.6,1.56,31.5,4.59,6,3.782
4.2622,7.916,4.025,3.187,1.277,0.6,1.466,28.551,-1.46,3,3.847
4.2625,12.185,4.046,3.2264,1.078,0.6,1.442,26.943,-3.22,2,3.865
4.2626,13.077,4.054,3.2634,0.918,0.6,1.317666667,19.512,-4.6,2,3.911
4.2627,8.1,4.008,3.2928,1.252,0.6,1.310333333,18.078,-1.61,3,3.971
4.2628,10.067,3.966,3.3204,1.602,0.6,1.368,19.218,-3,3,4.028
4.2629,17.641,3.909,3.3482,1.934,0.6,1.354,19.659,-4.21,2,4.156
4.2632,10.426,3.85,3.3752,2.455,0.6,1.366333333,18.378,4.99,6,4.306
4.2633,15.464,3.805,3.4024,2.5,0.6,1.4,21.999,8.94,7,4.509
4.2634,48.767,3.782,3.4354,2.263,0.6,1.462,23.766,17.18,7,4.697
4.2635,24.426,3.847,3.4758,3.367,0.6,1.447,19.575,-6.35,2,4.843
4.2636,10.423,3.865,3.5096,3.56,0.6,1.433,21.924,5.14,6,4.922
4.2639,13.012,3.911,3.5476,4.072,0.6,1.496333333,19.2,0.22,5,5.047
4.264,15.48,3.971,3.5828,4.491,0.6,1.505333333,17.778,-4.66,2,5.153
4.2641,21.278,4.028,3.6148,4.512,0.6,1.584666667,26.898,15.12,7,5.266
4.2642,22.188,4.156,3.6616,5.154,0.6,1.545,29.067,2.22,5,5.393
4.2643,27.021,4.306,3.7114,5.403,0.6,1.581333333,34.506,7.51,7,5.452
4.2646,17.494,4.509,3.7696,5.476,3.6,1.602666667,33.984,0.37,5,5.501
4.2647,21.068,4.697,3.8276,5.15,3.6,1.617333333,34.065,-1.83,3,5.512
4.2648,22.838,4.843,3.8846,4.688,3.6,1.643,30.678,0,5,5.541
4.2649,14.129,4.922,3.9388,4.84,3.6,1.664333333,31.443,3.17,6,5.619
4.265,10.738,5.047,3.9954,4.606,3.6,1.648666667,30.876,0.54,5,5.703
4.2653,11.234,5.153,4.0518,4.423,3.6,1.668666667,19.62,1.44,5,5.763
4.2654,8.649,5.266,4.0964,4.024,3.6,1.621666667,19.437,-1.24,3,5.796
4.2655,9.922,5.393,4.1402,2.248,3.6,1.624,20.211,-0.54,3,5.774
4.2656,12.626,5.452,4.1848,1.652,3.6,1.634666667,16.902,0.18,5,5.765
4.2657,16.038,5.501,4.2248,0.928,3.6,1.54,14.4,0,5,5.737
4.266,13.21,5.512,4.2608,0.913,3.6,1.519333333,19.428,3.6,6,5.715
4.2661,28.742,5.541,4.306,1.157,3.6,1.534333333,19.92,6.78,6,5.761
4.2662,16.589,5.619,4.355,2.07,3.6,1.482333333,22.542,0.98,5,5.802
4.2663,18.587,5.703,4.4082,2.551,3.6,1.490666667,20.943,-1.13,3,5.847
4.2664,18.67,5.763,4.4586,2.793,3.6,1.434,23.544,-3.92,2,5.889
4.2667,28.604,5.796,4.5104,2.72,3.6,1.382666667,18.249,-7.98,1,5.931
4.2668,20.432,5.774,4.5514,2.941,3.6,1.4,16.572,1.11,5,6.001
4.2669,17.603,5.765,4.5904,3.023,3.6,1.349,13.47,-4.01,2,6.116
4.267,16.233,5.737,4.623,3.365,3.6,1.374666667,15.168,1.33,5,6.227
4.2671,42.947,5.715,4.6588,3.566,3.6,1.387,18.861,12.76,7,6.448
4.2674,22.839,5.761,4.7052,3.626,3.6,1.396,22.056,2.5,5,6.674
4.2675,25.568,5.802,4.7574,3.838,3.6,1.518,22.44,6.98,6,6.815
4.2676,22.327,5.847,4.8138,4.487,3.6,1.387,21.72,0.46,5,6.936
