Date,Volume,10 BD moving average,50 BD moving average,10 BD volatility,EPS,DJUSCL,50 BD simple return,daily simple return,category,50 BD moving average 10 days later
4.181,10.08,19.169,19.5144,1.99,0.1,4.917333333,-2.871,0.46,5,18.549
4.1813,6.491,19.214,19.473,2.301,0.1,4.894333333,-3.003,-2.05,3,18.381
4.1814,12.989,19.225,19.4304,2.234,0.1,4.755333333,-3.666,-3.97,2,18.15
4.1815,6.714,19.169,19.3792,3.398,0.1,4.801,-2.892,-0.05,3,17.922
4.1816,7.268,19.065,19.34,4.07,0.1,4.820333333,-3.534,-0.6,3,17.752
4.1817,7.027,18.997,19.2912,4.788,0.1,4.789666667,-3.471,0.38,5,17.587
4.182,5.663,18.909,19.2432,5.129,0.1,4.783666667,-3.369,0.44,5,17.431
4.1821,11.983,18.849,19.1966,5.332,0.2,4.754333333,-5.136,-3.26,2,17.262
4.1822,12.108,18.72,19.123,6.131,0.2,4.727333333,-4.713,-0.62,3,17.098
4.1823,5.037,18.549,19.057,6.343,0.2,4.782666667,-4.887,0.4,5,17.016
4.1827,6.349,18.381,18.9878,5.869,0.2,4.644333333,-5.775,-3.04,2,16.852
4.1828,12.384,18.15,18.9056,5.272,0.2,4.565333333,-5.76,-2.15,3,16.687
4.1829,9.724,17.922,18.8254,5.395,0.2,4.594666667,-5.175,-1.07,3,16.546
4.183,9.156,17.752,18.7558,6.351,0.2,4.541,-5.445,0.24,5,16.447
4.1831,7.573,17.587,18.6816,6.673,0.2,4.529666667,-4.539,-0.12,3,16.359
4.1834,5.002,17.431,18.622,6.722,0.2,4.541,-4.911,-0.36,3,16.298
4.1835,8.043,17.262,18.5568,6.294,0.2,4.469666667,-4.842,0.78,5,16.212
4.1836,10.628,17.098,18.4922,4.93,0.2,4.513666667,-3.519,1.31,5,16.09
4.1837,9.951,17.016,18.447,4.227,0.2,4.340666667,-4.758,-5.47,2,15.946
4.1838,9.395,16.852,18.3864,4.413,0.2,4.398666667,-4.809,0.37,5,15.798
4.1841,5.971,16.687,18.3248,3.56,0.2,4.304333333,-4.938,-1.86,3,15.739
4.1842,7.298,16.546,18.2624,3.902,0.2,4.293333333,-5.187,0.32,5,15.679
4.1843,9.826,16.447,18.196,4.231,0.2,4.268,-5.64,-0.44,3,15.672
4.1844,6.684,16.359,18.1228,4.571,0.2,4.288,-4.494,1.96,5,15.642
4.1845,5.927,16.298,18.066,4.425,0.2,4.223666667,-4.854,-1.67,3,15.642
4.1848,13.308,16.212,18.0048,4.371,0.2,4.229333333,-5.727,-2.65,3,15.596
4.1849,17.83,16.09,17.932,4.703,0.2,4.310666667,-6.006,-0.58,3,15.582
4.185,16.743,15.946,17.8552,4.558,0.2,4.261666667,-5.559,1.17,5,15.617
4.1851,13.443,15.798,17.7846,2.83,0.2,4.162666667,-5.166,-0.26,3,15.62
4.1852,8.034,15.739,17.7202,2.815,0.2,4.167,-4.722,0.32,5,15.606
4.1855,6.422,15.679,17.6622,2.512,0.2,4.244,-3.906,1.48,5,15.615
4.1856,6.057,15.672,17.615,2.475,0.2,4.237333333,-4.29,-1.14,3,15.611
4.1857,6.261,15.642,17.563,2.375,0.2,4.304,-4.251,1.48,5,15.588
4.1858,6.153,15.642,17.5108,2.375,0.2,4.298,-4.059,-0.95,3,15.596
4.1859,4.919,15.596,17.4618,1.694,0.2,4.334333333,-4.413,0.32,5,15.587
4.1862,4.705,15.582,17.4076,1.508,0.2,4.39,-4.368,0.45,5,15.586
4.1863,4.558,15.617,17.3538,1.522,0.2,4.285333333,-4.926,-2.6,3,15.601
4.1864,4.966,15.62,17.2934,1.464,0.2,4.335333333,-4.746,0.07,5,15.555
4.1865,4.651,15.606,17.2356,1.628,0.2,4.33,-4.875,1.24,5,15.582
4.1866,6.217,15.615,17.1752,1.574,0.2,4.315666667,-5.517,-0.51,3,15.619
4.1869,5.785,15.611,17.1054,1.603,0.2,4.308333333,-5.607,0.26,5,15.604
4.187,7.796,15.588,17.034,1.529,0.2,4.374666667,-5.325,0.84,5,15.626
4.1871,5.278,15.596,16.9664,1.545,0.2,4.388,-5.112,0.38,5,15.517
4.1872,3.803,15.587,16.9018,1.428,0.2,4.371,-5.823,-0.45,3,15.374
4.1873,7.797,15.586,16.8264,1.423,0.2,4.373333333,-4.893,1.34,5,15.225
4.1876,4.462,15.601,16.7646,1.632,0.2,4.281333333,-6.087,-3.4,2,15.056
4.1877,6.535,15.555,16.6866,1.717,0.2,4.318,-5.331,2.09,5,14.841
4.1878,3.35,15.582,16.619,1.603,0.2,4.360333333,-5.274,0.7,5,14.68
4.1879,4.433,15.619,16.5518,1.509,0.2,4.284,-6.18,-2.1,3,14.476
4.188,4.207,15.604,16.4718,1.632,0.2,4.359333333,-5.781,1.88,5,14.259
4.1884,34.95,15.626,16.3968,1.61,0.2,4.291,-7.842,-8.08,1,14.068
4.1885,17.873,15.517,16.2946,4.099,0.2,4.281666667,-7.707,-1.45,3,13.834
4.1886,13.579,15.374,16.1962,5.719,0.2,4.253333333,-6.786,0,5,13.719
4.1887,11.554,15.225,16.113,6.591,0.2,4.260666667,-7.215,-1.9,3,13.628
4.189,9.878,15.056,16.0246,7.486,0.2,4.167,-7.488,-1.79,3,13.541
4.1891,8.609,14.841,15.9334,7.991,0.2,4.121,-7.575,0,5,13.476
4.1892,4.843,14.68,15.8408,8.523,0.2,4.111666667,-7.851,-0.8,3,13.369
4.1893,5.218,14.476,15.7444,8.411,0.2,4.113333333,-7.137,-0.15,3,13.27
4.1894,6.232,14.259,15.6596,7.509,0.2,4.130333333,-7.116,-0.52,3,13.17
4.1897,5.41,14.068,15.5756,6.603,0.2,4.076,-7.44,-1.04,3,13.045
4.1898,6.968,13.834,15.4874,3.601,0.2,4.104,-6.873,-0.6,3,12.926
4.1899,6.573,13.719,15.4084,3.272,0.2,4.085,-6.312,0.23,5,12.813
4.19,11.753,13.628,15.3374,2.942,0.2,3.95,-5.985,0.3,5,12.746
4.1901,14.374,13.541,15.2708,2.141,0.2,3.925,-6.132,-0.37,3,12.646
4.1904,13.035,13.476,15.2024,1.66,0.2,3.829666667,-7.308,-5.03,2,12.518
4.1905,10.07,13.369,15.121,2.94,0.2,3.825666667,-7.08,0.63,5,12.362
4.1906,9.26,13.27,15.0424,3.308,0.2,3.804333333,-7.473,-0.94,3,12.258
4.1907,9.82,13.17,14.9588,3.689,0.2,3.730666667,-8.241,-2.14,3,12.122
4.1908,9.758,13.045,14.8654,4.224,0.2,3.749666667,-7.002,-0.08,3,11.978
4.1911,9.861,12.926,14.7904,4.439,0.2,3.776,-7.236,-0.65,3,11.799
4.1912,14.238,12.813,14.7126,4.618,0.2,3.835666667,-6.084,3.1,6,11.614
4.1913,15.384,12.746,14.6484,4.326,2.6,3.722333333,-6.726,-2.38,3,11.434
4.1914,18.011,12.646,14.5772,3.995,2.6,3.648,-7.077,-1.95,3,11.199
4.1915,15.979,12.518,14.5026,3.469,2.6,3.560666667,-8.133,-2.73,3,11.004
4.1918,15.849,12.362,14.4152,2.985,2.6,3.582666667,-8.043,-1.28,3,10.906
4.1919,17.448,12.258,14.3302,3.647,2.6,3.482666667,-7.914,-2.07,3,10.823
4.192,26.799,12.122,14.2488,4.223,2.6,3.514,-8.175,-1.76,3,10.745
4.1921,13.471,11.978,14.1652,4.825,2.6,3.276666667,-9.627,-5.56,2,10.746
4.1922,11.933,11.799,14.0656,6.428,2.6,3.247333333,-9.708,-0.66,3,10.703
4.1925,15.365,11.614,13.9654,7.357,2.6,3.237333333,-9.834,-0.29,3,10.736
4.1926,16.729,11.434,13.8636,7.841,2.6,3.303,-10.452,-1.63,3,10.795
4.1927,17.412,11.199,13.7538,7.401,2.6,3.4,-10.032,0.97,5,10.811
4.1928,21.844,11.004,13.6496,6.65,2.6,3.496666667,-8.937,7.04,7,10.949
4.1929,9.662,10.906,13.5554,5.513,2.6,3.494,-9.081,-1.62,3,11.052
4.1932,7.876,10.823,13.4606,4.66,2.6,3.442666667,-9.339,-0.92,3,11.079
4.1933,7.933,10.745,13.3628,3.785,2.6,3.512,-8.385,5.08,6,11.184
4.1934,8.844,10.746,13.2746,3.804,2.6,3.424,-9.057,-5.63,2,11.296
4.1935,5.954,10.703,13.1818,3.516,2.6,3.442333333,-8.796,1.3,5,11.371
4.1936,6.128,10.736,13.0916,3.501,2.6,3.432333333,-8.691,1.75,5,11.605
4.1939,8.483,10.795,13.0014,3.5,2.6,3.365666667,-9.471,-4.16,2,11.835
4.194,13.05,10.811,12.9036,3.353,2.6,3.503666667,-7.494,9.91,7,12.089
4.1941,12.482,10.949,12.826,3.701,2.6,3.525333333,-8.16,-2.15,3,12.332
4.1942,16.131,11.052,12.7408,3.324,2.6,3.507,-8.301,-0.26,3,12.46
4.1943,12.558,11.079,12.6538,3.474,2.6,3.59,-7.053,5.28,6,12.634
4.1946,9.843,11.184,12.5802,4.403,2.6,3.616,-7.416,-0.25,3,12.756
4.1947,9.239,11.296,12.5018,4.782,2.6,3.647333333,-6.267,1.51,5,12.826
4.1948,21.076,11.371,12.4378,5.452,2.6,3.799333333,-4.929,7.84,7,12.908
4.1949,11.038,11.605,12.3864,7.152,2.6,3.811,-4.914,0.77,5,12.951
4.195,16.402,11.835,12.3348,8.154,2.6,3.926666667,-3.54,3.26,6,12.787
4.1953,15.928,12.089,12.2984,9.341,2.6,3.83,-5.118,-4.19,2,12.681
4.1954,12.027,12.332,12.2448,8.118,2.6,3.809666667,-3.138,-0.77,3,12.59
4.1955,11.773,12.46,12.2146,7.93,2.6,3.883,-2.298,1.62,5,12.539
4.1956,8.576,12.634,12.1928,7.223,2.6,3.787,-3.456,-4.19,2,12.464
4.1957,12.529,12.756,12.16,5.726,2.6,3.877333333,-2.772,0.64,5,12.375
4.196,10.363,12.826,12.1342,5.046,2.6,3.936,-2.079,0.71,5,12.283
4.1961,9.216,12.908,12.1152,4.005,2.6,3.94,-2.538,-1.65,3,12.112
4.1962,38.268,12.951,12.092,3.219,2.6,3.911333333,-4.788,-8.92,1,11.9
4.1963,19.917,12.787,12.0486,5.737,2.6,4.002666667,-3.246,5.95,6,11.762
4.1964,13.62,12.681,12.0192,5.927,2.6,4.021333333,-1.821,4.79,6,11.686
4.1967,12.427,12.59,12.0028,4.983,2.6,3.958333333,-1.908,-1.34,3,11.543
4.1968,10.271,12.539,11.9858,4.737,2.6,3.882333333,-2.505,-2.72,3,11.258
4.1969,8.169,12.464,11.9636,4.642,2.6,3.864333333,-2.409,0.57,5,11.016
4.1971,7.988,12.375,11.9422,4.013,2.6,3.732666667,-3.795,-4.73,2,10.736
4.1974,22.589,12.283,11.9084,4.491,2.6,3.544333333,-5.298,-6.08,2,10.421
4.1975,12.86,12.112,11.8614,5.891,2.6,3.533666667,-4.746,-2.92,3,10.166
4.1976,10.441,11.9,11.8214,7.009,2.6,3.548,-3.657,4.98,6,9.986
4.1977,20.51,11.762,11.7904,6.945,2.6,3.465,-4.596,-4.48,2,9.858
4.1978,11.283,11.686,11.7518,7.721,2.6,3.457,-4.014,0.09,5,9.731
4.1981,14.704,11.543,11.7188,8.16,2.6,3.285,-6.039,-7.87,1,9.654
4.1982,16.24,11.258,11.6692,8.67,2.6,3.388,-5.244,2.64,5,9.602
4.1983,16.219,11.016,11.6264,8.116,2.6,3.226,-7.701,-7.13,1,9.592
4.1984,14.364,10.736,11.5616,8.476,2.6,3.220666667,-7.842,-2.99,3,9.553
4.1985,13.305,10.421,11.4972,8.068,2.6,3.145333333,-7.35,0.22,5,9.56
4.1988,13.099,10.166,11.438,7.703,2.6,3.11,-6.612,0.44,5,9.578
4.1989,14.453,9.986,11.3862,7.744,2.6,3.127,-5.793,2.18,5,9.584
4.199,10.614,9.858,11.3414,7.6,2.6,3.238,-3.855,5.77,6,9.586
4.1991,12.812,9.731,11.3122,6.071,2.6,3.282,-3.387,0,5,9.568
4.1992,18.082,9.654,11.287,5.169,2.6,3.287333333,-1.083,2.63,5,9.504
4.1995,11.366,9.602,11.2794,4.191,2.6,3.210333333,-2.091,-4.13,2,9.397
4.1996,12.578,9.592,11.2648,4.14,2.6,3.248333333,-2.097,-0.31,3,9.231
4.1997,4.245,9.553,11.2502,3.776,2.6,3.22,-2.394,-2.68,3,9.094
4.1999,11.145,9.56,11.2338,3.747,2.6,3.233666667,-3.153,-1.8,3,8.991
4.2002,15.469,9.578,11.212,3.539,2.6,3.240666667,-5.19,-1.08,3,8.901
4.2003,13.605,9.584,11.1736,3.456,2.6,3.161666667,-4.779,0,5,8.803
4.2004,12.418,9.586,11.1388,3.43,2.6,3.139333333,-4.548,0,5,8.714
4.2006,10.094,9.568,11.106,3.604,-0.5,3.175333333,-5.568,0.87,5,8.608
4.2009,12.725,9.504,11.0638,3.516,-0.5,2.977,-5.313,-4.64,2,8.49
4.201,14.664,9.397,11.0258,3.794,-0.5,2.873666667,-6.54,-3.74,2,8.359
4.2011,16.864,9.231,10.9784,3.716,-0.5,2.879666667,-7.296,-1.53,3,8.24
4.2012,18.575,9.094,10.9246,4.133,-0.5,2.91,-5.433,3.7,6,8.16
4.2013,7.501,8.991,10.8862,3.686,-0.5,2.847,-7.983,-1.5,3,8.07
4.2016,14.775,8.901,10.8242,3.537,-0.5,2.813666667,-8.157,-2.92,3,7.923
4.2017,13.263,8.803,10.7622,3.723,-0.5,2.816333333,-8.127,-0.12,3,7.791
4.2018,13.716,8.714,10.7006,3.785,-0.5,2.843,-9.648,-2.05,3,7.686
4.2019,16.585,8.608,10.6236,3.819,-0.5,2.769333333,-9.9,-1.48,3,7.538
4.202,12.644,8.49,10.5448,3.675,-0.5,2.778,-10.323,-0.62,3,7.388
4.2024,17.108,8.359,10.4614,2.873,-0.5,2.766666667,-12.465,-3.9,2,7.267
4.2025,16.339,8.24,10.3528,3.156,-0.5,2.867,-12.459,0.79,5,7.161
4.2026,19.254,8.16,10.2434,3.426,-0.5,2.855,-13.521,-2.99,3,7.117
4.2027,21.085,8.07,10.1208,3.954,-0.5,2.760666667,-13.401,-3.48,2,7.053
4.203,12.565,7.923,10.0044,4.162,-0.5,2.845333333,-13.224,0.28,5,7.051
4.2031,14.16,7.791,9.8904,4.044,-0.5,2.781333333,-13.446,0.28,5,7.037
4.2032,15.319,7.686,9.7726,3.937,-0.5,2.704,-13.773,-6.07,2,7.092
4.2033,14.542,7.538,9.657,4.188,-0.5,2.667,-14.325,-2.79,3,7.147
4.2034,13.776,7.388,9.536,4.543,-0.5,2.654,-14.037,2.57,5,7.222
4.2037,18.082,7.267,9.4166,4.339,-0.5,2.782333333,-13.53,1.47,5,7.303
4.2038,28.637,7.161,9.3034,3.738,-0.5,2.969,-11.103,4.5,6,7.422
4.2039,27.435,7.117,9.2188,3.35,-0.5,2.911,-12.51,-1.94,3,7.554
4.204,16.144,7.053,9.1178,2.651,-0.5,2.986666667,-12.387,5.52,6,7.616
4.2041,20.041,7.051,9.013,2.617,-0.5,3.009666667,-13.059,-5.1,2,7.73
4.2044,21.011,7.037,8.904,2.559,-0.5,3.081333333,-10.836,10.04,7,7.803
4.2045,19.128,7.092,8.816,3.454,-0.5,3.054,-10.899,0.26,5,7.907
4.2046,30.108,7.147,8.727,4.11,-0.5,2.982,-10.566,-3.08,2,7.966
4.2047,20.004,7.222,8.6448,4.111,-0.5,3.013,-9.663,-1.72,3,8.039
4.2048,24.922,7.303,8.5742,3.553,-0.5,3.116333333,-7.5,7.4,7,8.094
4.2052,28.574,7.422,8.521,3.636,-0.5,3.102666667,-7.95,2.88,5,8.18
4.2053,28.821,7.554,8.4618,3.878,-0.5,3.092,-8.013,-4.75,2,8.178
4.2054,38.742,7.616,8.4048,3.742,-0.5,3.163,-6.966,4.86,6,8.131
4.2055,28.857,7.73,8.3552,3.594,-0.5,3.134,-5.061,-0.24,3,8.097
4.2058,23.165,7.803,8.322,3.701,-0.5,3.081,-5.91,-0.86,3,8.015
4.2059,16.766,7.907,8.2822,2.752,-0.5,3.186666667,-3.231,3.21,6,7.926
4.206,13.522,7.966,8.262,3.065,-0.5,3.193,-1.878,1.91,5,7.793
4.2061,12.36,8.039,8.2506,3.468,-0.5,3.002333333,-3.321,-4.92,2,7.616
4.2062,29.88,8.094,8.2304,3.033,-0.5,3.035333333,-2.85,2.22,5,7.426
4.2065,22.395,8.18,8.213,1.976,-0.5,2.947333333,-4.488,-3.98,2,7.228
4.2066,17.114,8.178,8.185,1.999,-0.5,2.947,-6.546,-2.76,3,6.987
4.2067,20.62,8.131,8.1418,2.423,-0.5,2.797666667,-7.332,-3.36,2,6.778
4.2068,15.935,8.097,8.0934,3.062,-0.5,2.790333333,-8.208,-1.34,3,6.601
4.2069,19.209,8.015,8.0378,3.772,-0.5,2.705666667,-7.545,-1.22,3,6.49
4.2072,27.961,7.926,7.9888,4.345,-0.5,2.635,-9.054,-7,2,6.376
4.2073,24.643,7.793,7.9302,5.58,-0.5,2.566333333,-9.048,-2.65,3,6.286
4.2074,14.949,7.616,7.8732,6.306,-0.5,2.626,-8.568,0.45,5,6.241
4.2075,38.915,7.426,7.8202,6.105,-0.5,2.520666667,-9.966,-7.54,1,6.232
4.2076,34.725,7.228,7.7592,6.811,-0.5,2.413666667,-10.785,-4.08,2,6.22
4.2079,22.651,6.987,7.6932,6.898,-0.5,2.448,-10.818,-0.17,3,6.228
4.208,13.029,6.778,7.627,6.788,-0.5,2.473333333,-10.659,1.7,5,6.227
4.2081,23.321,6.601,7.5612,6.29,-0.5,2.535666667,-8.358,6.7,6,6.25
4.2082,13.705,6.49,7.512,5.496,-0.5,2.534666667,-7.977,-2.04,3,6.235
4.2083,26.042,6.376,7.4668,4.545,-0.5,2.590666667,-7.098,2.4,5,6.186
4.2086,17.334,6.286,7.4272,3.237,-0.5,2.642666667,-8.121,-0.94,3,6.144
4.2087,10.611,6.241,7.3802,2.75,-0.5,2.628,-7.158,2.84,5,6.099
4.2088,14.951,6.232,7.3394,2.632,-0.5,2.669333333,-6.471,0,5,6.079
4.2089,19.573,6.22,7.3036,2.451,-0.5,2.486666667,-7.527,-4.61,2,6.021
4.209,20.479,6.228,7.262,2.432,-0.5,2.398333333,-8.313,-5.48,2,5.971
4.2093,17.641,6.227,7.217,2.448,-0.5,2.502,-7.125,3.92,6,5.941
4.2094,15.637,6.25,7.179,2.167,-0.5,2.462333333,-8.037,-4.59,2,5.931
4.2095,14.707,6.235,7.1364,2.419,-2.8,2.436,-6.912,1.03,5,5.918
4.2096,18.983,6.186,7.1012,2.605,-2.8,2.545666667,-7.326,-1.02,3,5.978
4.21,13.53,6.144,7.0636,2.836,-2.8,2.531333333,-6.144,2.06,5,6.025
4.2101,16.904,6.099,7.033,2.759,-2.8,2.610666667,-4.494,3.2,6,6.068
4.2102,13.037,6.079,7.0114,2.643,-2.8,2.562333333,-5.394,-3.26,2,6.096
4.2103,10.726,6.021,6.9854,2.189,-2.8,2.532333333,-5.13,1.35,5,6.076
4.2104,8.646,5.971,6.9606,1.363,-2.8,2.537,-3.966,-1.66,3,6.083
4.2107,9.144,5.941,6.9426,1.08,-2.8,2.506,-3.852,-2.37,3,6.081
4.2108,13.164,5.931,6.9256,1.193,-2.8,2.503,-3.624,3.47,6,6.086
4.2109,21.539,5.918,6.9092,1.051,-2.8,2.696,-2.046,7.54,7,6.104
4.211,15.723,5.978,6.8998,1.843,-2.8,2.731666667,-3.543,-1.09,3,6.112
4.2111,11.501,6.025,6.8828,2.141,-2.8,2.723,-3.441,-1.57,3,6.078
4.2114,17.586,6.068,6.8666,2.115,-2.8,2.634666667,-4.953,-0.48,3,6.092
4.2115,15.041,6.096,6.842,2.112,-2.8,2.569666667,-4.836,-4.66,2,6.119
4.2116,11.972,6.076,6.8192,2.17,-2.8,2.613333333,-6.864,1.18,5,6.199
4.2117,11.96,6.083,6.7836,2.129,-2.8,2.629333333,-6.963,-0.17,3,6.328
4.2118,11.591,6.081,6.7474,2.137,-2.8,2.593333333,-6.348,-0.5,3,6.378
4.2121,15.305,6.086,6.7154,2.098,-2.8,2.558,-5.976,-0.17,3,6.404
4.2122,12.127,6.104,6.6858,1.861,-2.8,2.499333333,-7.257,1.68,5,6.461
4.2123,15.826,6.112,6.6472,1.813,-2.8,2.654666667,-7.782,0.5,5,6.521
4.2124,31.328,6.078,6.6046,1.455,-2.8,2.780666667,-5.103,6.74,6,6.579
4.2125,39.658,6.092,6.578,1.778,-2.8,2.806,-6.147,0.46,5,6.621
4.2128,28.737,6.119,6.5444,2.199,-2.8,2.829666667,-4.254,7.67,7,6.646
4.2129,34.611,6.199,6.5212,3.61,-2.8,2.764333333,-3.291,2.85,5,6.682
4.213,33.624,6.328,6.5034,4.686,-2.8,2.818666667,-6.702,-9.97,1,6.62
4.2131,13.003,6.378,6.466,4.563,-2.8,2.743666667,-8.019,-3.85,2,6.516
4.2132,16.354,6.404,6.4204,4.388,-2.8,2.833,-5.844,4.48,6,6.492
4.2135,11.528,6.461,6.3888,4.108,-2.8,2.756333333,-6.297,0.31,5,6.503
4.2136,13.397,6.521,6.354,3.696,-2.8,2.778,-5.013,1.22,5,6.466
4.2137,12.541,6.579,6.3274,3.31,-2.8,2.669333333,-4.806,-1.96,3,6.424
4.2138,18.472,6.621,6.3026,2.84,-2.8,2.687333333,-2.967,3.69,6,6.367
4.2139,16.409,6.646,6.2878,2.821,-2.8,2.711,-2.034,2.08,5,6.306
4.2142,27.999,6.682,6.2778,2.872,-2.8,2.63,-3.663,-6.98,2,6.209
4.2143,19.783,6.62,6.26,2.727,-2.8,2.576,-2.655,-3.44,2,6.039
4.2144,10.957,6.516,6.248,2.094,-2.8,2.590666667,-1.545,1.29,5,5.961
4.2145,12.846,6.492,6.2412,2.246,-2.8,2.634666667,-1.221,1.6,5,5.897
4.2146,8.775,6.503,6.2358,2.139,-2.8,2.612666667,0.147,-3.14,2,5.812
4.215,16.421,6.466,6.2364,2.392,-2.8,2.463666667,1.275,-0.49,3,5.714
4.2151,13.108,6.424,6.2414,2.589,-2.8,2.453,0.972,-1.14,3,5.634
4.2152,14.024,6.367,6.2452,2.71,-2.8,2.377333333,-0.402,-2.81,3,5.544
4.2153,21.106,6.306,6.2436,3.043,-2.8,2.324666667,-2.826,-2.04,3,5.467
4.2156,44.688,6.209,6.2316,3.052,-2.8,2.299,-5.097,-10.23,1,5.388
4.2157,26.437,6.039,6.2104,3.587,-2.8,2.374666667,-3.615,8.49,7,5.277
4.2158,19.954,5.961,6.195,3.563,-2.8,2.314333333,-3.744,-1.42,3,5.207
4.2159,19.863,5.897,6.1792,3.698,-2.8,2.272,-5.07,-2.35,3,5.085
4.216,16.176,5.812,6.1572,3.747,-2.8,2.255,-5.208,-0.55,3,4.992
4.2163,11.123,5.714,6.1346,3.422,-2.8,2.266333333,-4.107,-0.37,3,4.908
4.2164,18.664,5.634,6.1176,3.191,-2.8,2.312333333,-3.27,-2.43,3,4.834
4.2165,17.562,5.544,6.1048,2.892,-2.8,2.277,-3.984,1.15,5,4.752
4.2166,17.215,5.467,6.0886,2.337,-2.8,2.163,-3.711,-3.59,2,4.694
4.2167,31.425,5.388,6.0742,2.068,-2.8,2.062666667,-6.225,-8.63,1,4.637
4.217,27.324,5.277,6.0498,2.679,-2.8,2.042333333,-6.906,-3.86,2,4.603
4.2171,20.981,5.207,6.023,3.686,-2.8,2.016666667,-7.779,-1.79,3,4.619
4.2172,21.606,5.085,5.9922,4.156,-2.8,2.031666667,-7.44,4.77,6,4.684
4.2173,13.265,4.992,5.9618,4.064,-2.8,1.977,-6.879,-0.87,3,4.71
4.2174,30.951,4.908,5.9346,3.971,-2.8,1.942333333,-6.84,1.53,5,4.671
4.2177,20.734,4.834,5.9072,3.672,-2.8,1.961666667,-6.954,-2.16,3,4.63
4.2178,18.777,4.752,5.8798,3.259,-2.8,1.980666667,-5.823,2.42,5,4.574
4.2179,11.878,4.694,5.8574,2.798,-2.8,1.923666667,-6.282,1.51,5,4.526
4.218,15.799,4.637,5.8324,1.878,-2.8,1.861333333,-7.758,0.85,5,4.455
4.2181,25.582,4.603,5.7992,1.088,-2.8,1.832,-7.227,1.26,5,4.375
4.2184,37.73,4.619,5.7686,1.282,-2.8,1.825333333,-5.376,6.43,6,4.294
4.2185,27.018,4.684,5.7462,1.965,-2.8,1.776,-7.524,-9.16,1,4.242
4.2186,43.292,4.71,5.715,1.702,2.4,1.680666667,-8.652,-9.44,1,4.15
4.2187,23.881,4.671,5.6808,2.299,2.4,1.751333333,-9.201,-1.42,3,4.084
4.2191,25.667,4.63,5.644,2.808,2.4,1.716666667,-9.567,-1.92,3,4.059
4.2192,30.679,4.574,5.6058,3.301,2.4,1.656,-9.564,-0.49,3,4.001
4.2193,30.789,4.526,5.5678,3.683,2.4,1.601,-10.134,-2.96,3,3.934
4.2194,30.428,4.455,5.5276,4.08,2.4,1.609,-10.563,-0.51,3,3.879
4.2195,23.037,4.375,5.485,4.282,2.4,1.571,-10.509,0.77,5,3.817
4.2198,26.442,4.294,5.4424,4.239,2.4,1.596666667,-10.122,8.86,7,3.726
4.2199,10.92,4.242,5.3986,3.82,2.4,1.601,-10.629,-2.09,3,3.65
4.22,18.035,4.15,5.3524,2.214,2.4,1.513,-12.906,-4.99,2,3.547
4.2201,20.251,4.084,5.292,1.333,2.4,1.449333333,-13.503,-0.75,3,3.477
4.2202,34.039,4.059,5.227,1.284,2.4,1.366666667,-13.476,-9.82,1,3.4
4.2205,34.044,4.001,5.1686,1.926,2.4,1.312333333,-13.632,-4.75,2,3.328
4.2206,21.074,3.934,5.1118,2.65,2.4,1.383333333,-13.875,2.93,5,3.288
4.2207,40.766,3.879,5.0514,2.917,2.4,1.388666667,-14.793,-5.41,2,3.238
4.2208,52.897,3.817,4.9868,3.393,2.4,1.415333333,-16.38,-9.34,1,3.153
4.2209,40.629,3.726,4.9144,4.208,2.4,1.393666667,-15.276,5.98,6,3.074
4.2212,27.052,3.65,4.8482,4.439,2.4,1.356666667,-15.444,2.51,5,3.071
4.2213,29.275,3.547,4.7788,3.929,2.4,1.399,-14.694,7.34,7,3.013
4.2214,37.413,3.477,4.7114,3.165,2.4,1.322,-14.859,-7.98,1,2.986
4.2215,37.969,3.4,4.648,2.646,2.4,1.337666667,-14.223,0.62,5,2.925
4.2216,21.289,3.328,4.5894,1.75,2.4,1.308333333,-14.76,-2.15,3,2.917
4.2219,35.98,3.288,4.5278,1.557,2.4,1.207,-16.275,-8.49,1,2.887
4.222,46.091,3.238,4.4588,1.889,2.4,1.142666667,-17.046,-8.59,1,2.873
4.2221,25.953,3.153,4.3888,2.378,2.4,1.109,-17.619,-4.89,2,2.884
4.2222,26.245,3.074,4.3168,2.994,2.4,1.137333333,-15.249,17.79,7,2.904
4.2223,25.099,3.071,4.2552,3.003,2.4,1.05,-16.707,-12.42,1,2.962
4.2226,27.686,3.013,4.1896,3.293,2.4,1.110333333,-14.403,14.94,7,2.985
4.2227,16.026,2.986,4.1342,3.168,2.4,1.081333333,-13.206,-3.33,2,3.057
4.2228,25.299,2.925,4.0886,2.579,2.4,1.142333333,-13.185,8.62,7,3.09
4.2229,19.865,2.917,4.0392,2.485,2.4,1.039666667,-14.025,-6.35,2,3.136
4.223,16.493,2.887,3.9874,2.203,2.4,1.041,-13.143,3.05,6,3.16
4.2233,17.934,2.873,3.94,2.034,2.4,1.052,-13.161,-0.66,3,3.26
4.2234,14.986,2.884,3.8928,2.086,2.4,1.032666667,-13.992,-5.3,2,3.393
4.2235,20.939,2.904,3.8428,1.937,2.4,1.038666667,-12.162,8.74,7,3.569
4.2236,34.101,2.962,3.8004,1.516,2.4,1.059333333,-11.796,3.22,6,3.663
4.2237,25.484,2.985,3.7588,1.708,2.4,1.075,-10.413,3.74,6,3.74
4.224,17.079,3.057,3.7234,1.45,2.4,0.994,-8.562,0,5,3.802
